ITEM_ID,PRICE,CATEGORY_L1,CATEGORY_L2,PRODUCT_DESCRIPTION,GENDER
"dff3f75f-838d-4b4d-9c7c-cee7ae2aac10",9.99,footwear,formal,"Pair of brown formal shoes for men",M
"dd8299a1-8752-458d-9f24-3cd26147e7c8",773.99,furniture,sofas,"This upscale dark slate gray sofa will be the highlight of any room",Any
"b947ee58-a7e7-40bf-9926-42a445f3480f",57.99,housewares,kitchen,"A must-have for your kitchen",Any
"9b7c2e0c-ad9d-4269-a904-f5a948b46f66",126.99,accessories,glasses,"Swell glasses for men",M
"766b6412-c63e-44de-b1ec-a457ca39d48d",108.99,floral,bouquet,"Wedding bouquet grown sustainably on our organic farms",Any
"fb25a396-0a15-4a43-816c-ba79cad09621",9.99,footwear,formal,"Pair of sparkly heels for women",F
"98d69241-7b11-46cf-94c9-8adc28ef1956",10.99,apparel,socks,"Performance socks for all sport activities",M
"4cf78f85-4200-469c-b7b9-05c93770bf44",146.99,seasonal,christmas,"A favorite for the holidays",Any
"e30ac0a3-8fbc-446a-a97c-4efff7c00c54",100.99,floral,wreath,"Christmas wreath grown sustainably on our organic farms",Any
"a15e69d5-0765-4be4-8932-cf006edeff0c",13.99,groceries,meat,"Our beef is organic and raised sustainably",Any
"0e2fdf0e-a5cd-424e-b58f-aa5ab24ab903",54.99,seasonal,easter,"A favorite for early April",Any
"7b5edb22-174f-434b-8255-2056ddeb095a",57.99,seasonal,halloween,"Be sure to order early in October",Any
"e0902ea2-9c81-4049-b933-aedf709911a1",58.99,floral,arrangement,"Lilies arrangement delivered fresh and vibrant from our growers",Any
"8a740ed4-b238-4131-b654-1e031c1ae7c6",270.99,footwear,boot,"Unrivaled pair of brown boots",M
"838c1bd8-b433-4eba-aec6-34255db327dc",1692.99,electronics,camera,"This camera is perfect for capturing those special moments",Any
"6bd33faa-9715-4f07-8858-bd509954b0b1",65.99,seasonal,christmas,"A favorite for the holidays",Any
"e06f53cd-7776-41ce-9f7a-a88986192e24",158.99,furniture,chairs,"Modish goldenrod armchair for any room",Any
"5561690b-254e-4c4c-8ae1-4642e400e18d",12.99,groceries,meat,"Our beef is raised sustainably by our farmers",Any
"7859ff06-a36e-4f37-b3af-ab1e0d0a6a73",145.99,seasonal,christmas,"A must-have for the holidays",Any
"c6d7f153-e5a7-4168-a2f0-7471520e3f00",99.0,homedecor,bedroom,"Do your makeup properly! Don't make a big mess like someone else we know!",F
"5af0136a-862b-42fa-a127-958a8bbd2167",78.99,accessories,glasses,"These funky glasses for women are perfect everywhere",F
"fe5eeda8-c467-4e01-bf14-1b72b6f538ca",132.99,accessories,glasses,"These groovy glasses for women are perfect everywhere",F
"072ded32-2903-4f35-9f28-d6284c5f5605",61.99,housewares,kitchen,"Ideal for every kitchen",Any
"94542b68-2d27-4095-a751-ac98ca5e81b6",148.99,instruments,keys,"This keyboard will delight the most demanding musician",Any
"a496dd39-cc75-413e-8272-c81184ea5f2d",42.99,seasonal,easter,"A favorite for early April",Any
"31570597-0c5c-4eed-91c6-d40b2f7847b5",47.99,homedecor,lighting,"This table lamp will enhance your home",Any
"b2d44b10-c317-49cc-acb3-4bf9e5af8a74",232.99,apparel,shirt,"Casual shirt for men of all ages",M
"f51fb444-2d3a-4f88-bda3-667114177172",113.99,apparel,scarf,"Sublime scarf for women",F
"7aa5ac4f-7801-4d7c-bc34-df4133fb2df7",48.99,apparel,shirt,"Casual tee for men",M
"a4ea1f55-4f9e-4efa-ab32-343676b69593",95.0,beauty,grooming,"Your eyes will dazzle and gloss and shine and fizz pop.",F
"47d8c359-0366-4550-ac11-c359f35302d4",48.99,seasonal,halloween,"Be sure to order early in October",Any
"3b3193de-6fa5-43e1-a322-50cf043d9480",70.99,footwear,sneaker,"An all-around venturous pair of dark slate gray sneakers",M
"e6e72b3e-0d71-43d3-90e3-a49d5e3ff1e8",202.99,furniture,dressers,"Incomparable dark olive green dresser with lots of drawers is a must-have",Any
"b3ac3191-20ee-491c-8a24-42e0889152ef",39.99,beauty,grooming,"Soft toothbrush for everyday use",Any
"0987bfa1-0a23-4b90-8882-8a6e9bd91e24",5.5,"food service",seafood,"Juicy prawns with spicy sauce and rice",Any
"a56308af-abd2-41a0-9cf3-b4a040fd8d3f",31.99,seasonal,easter,"A must-have for April",Any
"f2fdac3f-e508-4f6b-9954-fe85374f747a",19.99,homedecor,cushion,"This tan rectangular cushion is a must-have for your house",Any
"aa58a794-9f14-404a-b800-e48d1fcdb3c8",61.99,housewares,bowls,"This dazzling ceramic bowl is a must-have",Any
"39945ad0-57c9-4c28-a69c-532d5d167202",36.99,beauty,grooming,"Makeup brushes for every bathroom",F
"31e38e25-f6be-43de-a7d1-facbc1f1529b",144.99,accessories,glasses,"These dapper glasses for men are unparalleled",M
"8b44da10-1133-48e5-b1a6-4f081e46a150",2.99,groceries,fruits,"This delish fruit is everyone's favorite",Any
"fec114d1-6db3-41e3-a608-fc59313954c5",10.99,groceries,bakery,"Croissant made fresh daily in our kitchens",Any
"cd78672a-0a5e-4931-ace1-2f2abb90b720",39.99,seasonal,valentine,"Be sure to order early for that special day",Any
"69f506f5-61ae-4a62-8e65-8a41386c1995",52.99,jewelry,bracelet,"This bracelet for men is sure to show a vibrant personality",M
"473d51cf-979d-4680-9ebb-542888f08472",49.99,homedecor,lighting,"This taper candle is a must-have for the lighting of your home",Any
"073c7282-51c3-4a6e-a27a-2a166d817cf6",86.99,homedecor,clock,"This wall clock will keep you on time",Any
"370e97e4-d355-4e01-a1c3-e3ffdd696ec4",114.99,seasonal,christmas,"A must-have for the holidays",Any
"316d4b5e-6b0a-407e-8eb8-174eca95dc65",191.99,apparel,shirt,"Funky casual tee for women",F
"101e4a54-17d9-4e51-a6fa-53bc5abc141a",9.99,footwear,formal,"Pair of dark red formal shoes for women",F
"36d7d18d-d064-4009-8a2d-8ddf7884daca",132.99,accessories,glasses,"Ultracool glasses for men",M
"4296626c-fbb0-42b4-9a50-b6c6c16095f3",29.99,beauty,grooming,"This nifty makeup brush kit is essential in every bathroom",F
"aafaef40-a269-4d41-a813-e9bb95ce6aa7",7.99,outdoors,camping,"This camping cup is a must-have for your next trip",Any
"2fef172f-0e5a-4376-b890-215f016bc6ed",58.99,floral,arrangement,"Roses arrangement grown sustainably on our organic farms",Any
"8325cf2c-2158-4b9b-ab7a-d55e072e9ce6",90.99,accessories,backpack,"Dark slate gray backpack is practical for traveling",Any
"fc1b43b6-74e4-4291-9cc7-d8ddf521401d",5.99,groceries,vegetables,"Keep your pantry well stocked with this flavorful and polyvalent veggie",Any
"29359485-1173-4a37-9bb7-6065c58a4f9e",182.99,furniture,chairs,"Ideal white chair for your office",Any
"b3c4cb0f-d843-4c5a-91d4-37adf8227bcc",140.99,jewelry,necklace,"First-class necklace for women",F
"2c27752b-8194-489f-96fa-be356fd811e0",104.99,accessories,backpack,"This dark gray backpack for men is unequaled for exploring far and wide",M
"0403293c-572f-4a75-bbad-129a95db912a",112.99,jewelry,bracelet,"A marvelous bracelet for women to adorn any wrist",F
"8aee8fe1-081c-4565-bb20-b751870a2a7c",31.99,housewares,bowls,"Magnificent ceramic bowl for every occasion",Any
"4f6f36db-0808-4ead-80c7-82f2fa08b5cb",238.99,furniture,dressers,"This definitive dresser has lots of drawers to organize all your items",Any
"6b2f84ac-e8c8-4581-a474-6657765887be",24.99,outdoors,kayaking,"Be sure to use this paddle for speedier kayaking",Any
"c05e4501-6048-4d1d-80b1-b80ea841bc39",9.99,electronics,camera,"Video camera for amateurs and professonals",Any
"5fd9f9b7-e6e4-468d-93b8-fa984f66cde3",15.99,books,cooking,"Learn to cook Turkish cuisine with these easy recipes",Any
"d3cff521-4d32-454d-9c1a-0576076ba2d5",128.99,seasonal,christmas,"A favorite for the holidays",Any
"ef141770-2f8f-41c0-998c-03ee060daa41",38.99,homedecor,decorative,"This easter basket is a must-have for your home decor",Any
"df47e844-f0de-488b-b6eb-38753c204ae9",177.99,apparel,jacket,"Well-insulated casual jacket for men",M
"43e0aa28-3d39-4c08-8902-a3a765caab19",90.99,seasonal,christmas,"A must-have for the holidays",Any
"6f04daee-7387-442f-bc99-a9b0072b29ce",39.99,seasonal,halloween,"Be sure to order early in October",Any
"b15d24d5-8551-477b-bcfa-70aa9e78538a",9.99,footwear,formal,"Pair of black heels for women",F
"3f91dc0a-b158-47d4-a6ad-9bbf5c6560e5",158.99,instruments,wind,"This flute will delight the most demanding musician",Any
"2e852905-c6f4-47db-802c-654013571922",123.99,accessories,backpack,"Pale pink backpack for women",F
"34327402-69b9-44ed-b688-55e6f73b7fd9",21.99,housewares,bowls,"Sophisticated aluminum bowl for every occasion",Any
"09c6e4a6-70ad-4fe0-90ee-6e80bb541c84",120.99,seasonal,christmas,"A must-have for the holidays",Any
"9b752d29-c442-4347-b282-a9b0b77be1b2",37.99,homedecor,cushion,"This cushion set is very stylish",Any
"e498d84e-29f9-4657-9511-bb203f6e0fda",216.99,instruments,microphone,"This accurate microphone can be relied upon in every situation",Any
"e43f798a-70c3-4d1f-a450-98c6597492e7",39.99,outdoors,fishing,"Incomparable fishing reel for every pole",Any
"39fe5f7d-c84a-4492-a04b-5b673a1682d6",151.99,instruments,microphone,"This high definition microphone can be relied upon in every situation",Any
"91fd772f-12c5-4fbe-bb74-7bf766dddc78",483.99,instruments,percussion,"This acoustic drum will delight the most demanding musician",Any
"47549d7f-6352-4128-8e48-dbb838cd3b4c",15.99,tools,hammer,"Essential hammer for every craftperson",Any
"c964048a-2f3c-4085-ba68-78023737ae2f",17.99,homedecor,decorative,"This rattan basket will delight everyone",Any
"83c5dbb7-cdfd-4ad9-84af-1b065405aef5",21.99,seasonal,halloween,"A must-have for that fanciful day loved by all",Any
"bf6d4e9d-c20f-4614-bce3-b44d4e17424d",601.99,furniture,sofas,"This upscale leather sofa will be the highlight of any room",Any
"880ac468-d596-4332-9920-e5f96176ef65",80.99,apparel,scarf,"Supercool scarf for men",M
"e68f274b-2103-4f87-9a97-ac6f1cb5a475",242.99,furniture,tables,"Unsurpassed white worktable for your office",Any
"3fbbba10-1b89-40c2-909b-4933db1c0811",124.99,furniture,dressers,"Unsurpassed dark slate gray dresser with lots of drawers is a must-have",Any
"5f4badb3-6313-44ee-b1a6-f6d644e4b8ad",53.99,housewares,kitchen,"Incomparable for every kitchen",Any
"d85e36ba-bf6e-42e6-81a1-d8f555f6cf93",62.99,floral,plant,"Drought-resistant indoor plant grown sustainably on our organic farms",Any
"28ae4b79-78e1-42ed-95a1-38fb306144b2",99.99,floral,plant,"Indoor plant grown sustainably on our organic farms",Any
"eb18ce0f-6a22-41e6-b04a-27daab2846d0",73.99,accessories,glasses,"These cool glasses for men are unsurpassed",M
"c9864541-b1a9-45a5-9304-e6782843a9c1",74.99,footwear,boot,"This pair of brown boots is outstanding for the season",M
"043ae9af-556e-4ac9-b2ce-9c97071d4d08",295.99,furniture,tables,"Increase your productivity with this unequaled light slate gray worktable",Any
"f6996563-3f1a-4254-a922-f5700cf66153",105.99,seasonal,christmas,"A must-have for the holidays",Any
"203b54b8-9ffd-4512-9b2b-aab6f47c5c42",463.99,instruments,strings,"This acoustic bass will delight the most demanding musician",Any
"f829ccbf-c5fa-4e9a-865c-86dd4e326251",126.99,jewelry,bracelet,"This refined bracelet for women will turn heads",F
"b105252a-e06c-413a-a635-b911fc3c4033",46.99,accessories,belt,"Sassy belt for women",F
"aad3e9c2-a21c-42cf-b477-466da2a0a32b",856.99,furniture,sofas,"This sumptuous black sofa will be the highlight of any room",Any
"c1f90b12-59c8-4af3-8dd6-d8dbd16d5422",10.99,groceries,meat,"Our pork is organic and raised sustainably",Any
"c98ac530-8313-4fbf-b413-9c40a991d9fc",67.99,footwear,sneaker,"An all-around intrepid pair of denim sneakers",M
"f15e2d5b-67fb-4ac1-937f-8155a3f63e20",62.99,housewares,kitchen,"Incomparable for every kitchen",Any
"8d6ec814-5d3c-44a9-8684-3ab4e5aba0e7",2.99,groceries,dairy,"This butter is made sustainably by our dairy farmers",Any
"0c2bb371-f724-4877-a235-86247859b895",5.99,groceries,vegetables,"Keep your pantry well stocked with this delicious and polyvalent veggie",Any
"ff9c5ec9-69d0-4338-b4b2-96d48b2e91aa",226.99,apparel,shirt,"Black casual shirt for men",M
"35d4970e-cd3d-4f69-9754-15c8765793d6",447.99,electronics,camera,"This video camera is perfect for capturing those special moments",Any
"815ed0a6-9bce-4ca1-a8ba-fa37de0deb1b",52.99,housewares,kitchen,"A must-have for your kitchen",Any
"6ddb5322-11b6-4884-8b7d-0e95b9116c03",16.99,groceries,seafood,"Yummy lobster, always sourced sustainably",Any
"38441038-aa7a-44c9-a1a5-e03d1d8670e3",144.99,jewelry,bracelet,"Matchless bracelet for women for every occasion",F
"08301406-e647-4881-85ad-8134ba2ff1ce",45.99,housewares,bowls,"Appealing ceramic bowl for every occasion",Any
"e5816ea5-3ce2-4b86-9530-9b221b357b43",43.99,homedecor,lighting,"This jar candle will enhance your home",Any
"5f9ea4f0-6178-45d6-bf29-c6b476775faf",10.99,groceries,bakery,"Cupcake made fresh daily in our kitchens",Any
"140b21df-4311-456e-86cc-8655b26e0e26",45.99,homedecor,decorative,"This ceramic vase is a must-have for your home decor",Any
"81518e3d-c5ef-4217-9d76-f334cae5466b",202.99,footwear,sneaker,"This swell pair of crimson sneakers is perfect for exploring in the neighborhood",M
"038bad45-2da7-40ed-ad24-a18dcf4ae139",9.99,footwear,formal,"Pair of sienna formal shoes for women",F
"8b892d2c-4b84-410f-a053-086eb46eb5f8",59.99,housewares,kitchen,"Unequaled for every kitchen",Any
"2d2d8ec8-4806-42a7-b8ba-ceb15c1c7e84",81.99,footwear,sneaker,"Fashionable pair of black sneakers to explore in the city",M
"1db377d7-b12b-4e5a-88b1-c73ce1e2d020",193.99,jewelry,necklace,"This necklace for men is best for a boisterous personality",M
"7a0bbccc-23e3-4528-8e46-1b6c8f6e0e26",224.99,instruments,keys,"This grand piano will delight the most demanding musician",Any
"1e202570-7733-420b-bdd8-7b5a04168582",57.99,apparel,shirt,"Casual shirt for men",M
"d69281f1-1e9d-44b4-ab42-5fa8a3273ffc",327.99,furniture,tables,"Unrivaled white worktable for your office",Any
"9d8bf17d-3e72-41ba-943b-43eaeae84422",5.99,groceries,bakery,"Bread made fresh daily in our kitchens",Any
"7392337e-0136-4e87-875e-0f7b668ab742",31.99,homedecor,cushion,"This cushion set is a must-have for your house",Any
"d6bac42e-c8c5-4e7b-8362-254e6d9d5d19",190.99,furniture,chairs,"Unparalleled purple chair for your office",Any
"a54ad1ab-3312-4c36-82e6-2b20b97bc68c",51.99,homedecor,lighting,"This hanging lamp will enhance your home",Any
"101c0296-48b4-496d-accd-2205e79a0048",100.99,accessories,glasses,"Ultrachic glasses for women",F
"2270ef08-c42c-4587-92e6-70789376d6b8",7.99,groceries,bakery,"Cupcake made fresh daily in our kitchens",Any
"e1c0c67b-4e01-47bd-bad9-db36ab87c4f7",60.99,housewares,kitchen,"Ideal for every kitchen",Any
"7dc2e174-b41c-48a2-ba8f-0248217d42c0",250.99,instruments,microphone,"This accurate microphone can be relied upon in every situation",Any
"0b7cbd19-b968-47c5-87c8-e0f34b001e6e",53.99,footwear,sneaker,"Modish pair of blue sneakers for rambling in the neighborhood",F
"75e95254-d8e3-42eb-ba49-5b9c5c54be2f",208.99,apparel,shirt,"Supercool blue sea casual tee for women",F
"7b20a8e1-5c56-41e9-aef3-1a4fd4637310",58.99,housewares,kitchen,"A must-have for your kitchen",Any
"1b7db01f-0121-45e5-ae68-a46cb30e49a6",53.99,seasonal,easter,"A favorite for early April",Any
"daafaaa1-d549-4f57-a085-37113d42975d",465.99,instruments,keys,"This grand piano will delight the most demanding musician",Any
"b2d729d1-5aef-4dbf-bdf5-6d99c6e86e12",223.99,instruments,keys,"This upright piano will delight the most demanding musician",Any
"08501583-c08b-411b-9ae7-06582e2d8c26",121.99,floral,bouquet,"Wedding bouquet grown sustainably on our organic farms",Any
"c863d368-e299-4ae3-bac7-7f2cbb6717d6",133.99,jewelry,bracelet,"Sublime bracelet for women for every occasion",F
"c0779eb2-bcb7-406a-9d60-cbb511ebed92",68.99,housewares,kitchen,"Outstanding for every kitchen",Any
"e2c8393e-2109-4a91-966f-f30274d0515d",74.99,accessories,belt,"Ultrachic belt for women",F
"ef603e59-7a72-4240-ac88-497c1b440589",6.99,groceries,vegetables,"Keep your pantry well stocked with this delish and polyvalent veggie",Any
"8d4ea20c-19e5-4bc8-bdb3-7168e89bb176",121.99,jewelry,bracelet,"Flawless bracelet for women for every occasion",F
"2e95f6fc-6be7-46cf-9e50-8c35313c2768",7.99,tools,wrench,"Essential wrench for every craftperson",Any
"92c1bcb5-1f99-455e-a425-ffbf55dea48a",75.99,apparel,jacket,"Cool casual jacket for men for all seasons",M
"56008ed5-8ead-40fa-829f-73eba95b1c03",9.99,footwear,formal,"Pair of black heels for women",F
"8b3b6f83-157b-413e-9205-2f459f2df378",43.99,homedecor,decorative,"This wiker basket is a must-have for your home decor",Any
"e9564c87-1af5-49d0-8ef2-4522e6d0f2c6",78.99,floral,plant,"Drought-resistant indoor plant grown sustainably on our organic farms",Any
"7c0b9b63-33ae-409c-b5f5-d5aa020a4344",1706.99,electronics,camera,"This video camera is perfect for capturing those special moments",Any
"46f41ff2-be3d-4632-b51c-75443fa19f5a",68.99,floral,arrangement,"Roses arrangement grown sustainably on our organic farms",Any
"e4a642fd-fe92-44b6-9d9a-81a430d8f3f7",87.99,accessories,handbag,"This casual maroon handbag is sans pareil all over",F
"9955397c-d668-40d7-ae63-0f4a3aa8a523",90.99,footwear,boot,"This pair of black boots is sans pareil for the season",F
"38878e5d-f6ce-4960-845c-b0bac8700c79",45.99,homedecor,decorative,"This glass vase is a must-have for your home decor",Any
"469d5ae2-0882-49fb-8201-0ae24d1b157d",19.99,groceries,seafood,"Delicious farmed salmon, always sourced sustainably",Any
"3b7f5d4a-fa55-4a8d-a569-1e1f84462112",219.99,instruments,strings,"This electric bass is perfect for amateur and professional musicians",Any
"8f2daabd-cfb4-48a5-879a-ce4a2a9d922e",248.99,footwear,boot,"Unsurpassed pair of brown boots",M
"b30f5517-9cc2-45ef-87d8-5bb60a443c36",752.99,electronics,camera,"This video camera is perfect for capturing those special moments",Any
"7266d3ec-a6ab-4ac3-b3bf-0b4bdd12ca13",90.99,apparel,shirt,"Supercool dressy white shirt for men",M
"05d20a80-c6b7-44c3-a053-cd9c8a30adbf",17.99,seasonal,valentine,"A must-have for that special day",Any
"af0290e7-3bc3-493f-b1d7-e08167acfacb",64.99,seasonal,christmas,"A favorite for the holidays",Any
"2fe358d9-ec2f-4764-9444-6a62d7c4fdd9",5.99,groceries,bakery,"Cupcake made fresh daily in our kitchens",Any
"4ee252f6-4670-456d-896b-8c9879161694",133.99,seasonal,christmas,"A favorite for the holidays",Any
"9b37c048-ae78-4095-9c27-5be95dbf5e3f",83.99,electronics,headphones,"This high fidelity pair of headphones is definitive in clarity",Any
"180cec7c-7dd5-4ad5-a609-42d39a33479e",634.99,furniture,sofas,"This upscale dark sea green sofa will be the highlight of any room",Any
"74c3fd9d-73b0-44ce-8bc5-202c03a2e8a6",30.99,homedecor,decorative,"This wiker basket is a must-have for your home decor",Any
"d36b15bb-0c67-4554-ad23-ceeda595f1a0",6.99,groceries,bakery,"Bread made fresh daily in our kitchens",Any
"cab4ea76-47e6-4ffe-80dc-ab14f3613547",182.99,electronics,speaker,"Faultless speakers to fill the house with beautiful music",Any
"bcf8e7ab-0886-4892-8756-d8e30d3f452f",9.99,footwear,formal,"Pair of saddle brown formal shoes for men",M
"5f052100-8675-4ed9-9b97-d12fc9e38539",143.99,apparel,shirt,"Fashionable dressy shirt for men",M
"55f532d2-3067-4b48-9186-aba676681dfc",39.99,outdoors,fishing,"Reliable and easy to use fishing reel",Any
"78c089ed-2eba-41f2-9977-ec294f91c123",71.99,housewares,kitchen,"Unsurpassed for every kitchen",Any
"24aaee70-31f1-4084-ba20-3b843284b634",100.99,floral,centerpiece,"Centerpiece grown sustainably on our organic farms",Any
"6d9e6bd1-3e50-4311-bd58-7913dcdbce43",41.99,homedecor,decorative,"This wiker basket is a must-have for your home decor",Any
"b011ddc3-632f-47cb-a68a-ad83678ecfed",167.0,housewares,salon,"All the functionality of coatracks with the style of coatracks",Any
"128237ba-34a4-4d45-88e1-fcb00109ff81",32.99,homedecor,lighting,"This floor lamp is a must-have for the lighting of your home",Any
"aea053b3-c4c6-44b3-ab6c-9dc5f498cae1",116.99,jewelry,earrings,"Swell earrings for women for everyday wear",F
"e6acc24d-9e56-478f-ba8f-5b9f7924065e",13.99,housewares,bowls,"This elegant ceramic bowl is a must-have",Any
"d3da14c2-6405-4f68-8bbc-cbce512e5d75",216.99,furniture,chairs,"Edgy dark slate gray armchair for any room",Any
"7a2e6aab-41c1-4536-aee4-07bb00083baa",55.99,instruments,microphone,"This high definition microphone can be relied upon in every situation",Any
"6cae2ce6-9fae-4eff-a26e-f483ff6aead6",44.99,accessories,belt,"This cool belt for women is perfect for all occasions",F
"b87da3f8-9a3e-417d-abd7-16329c5be1ba",43.99,beauty,bathing,"Enjoy the fragrance of this luxurious soap",Any
"b7f5028e-4089-4ed8-8167-d12b3a761b88",9.99,footwear,formal,"Pair of salmon heels for women",F
"58c4056b-bad4-4098-9996-2c6d3be93218",10.99,groceries,bakery,"Cookie made fresh daily in our kitchens",Any
"1a61e59b-c067-4d70-a9e7-3fe564f99b6a",63.99,seasonal,christmas,"A favorite for the holidays",Any
"10e29d00-cb8e-45f1-b2b9-2db36601cf9a",5.99,apparel,socks,"Your game will improve with these sporty socks",F
"bc052ec3-025a-40e2-9061-e607dc9eb048",24.99,tools,saw,"This saw is a must-have for your toolbox",Any
"481b9e0a-cc70-4daa-b663-a5b8abf69a42",17.99,housewares,bowls,"Luxurious ceramic bowl for every occasion",Any
"2a503471-8576-4a1c-9f4b-f33d6048781b",428.99,instruments,strings,"This electric bass will delight the most demanding musician",Any
"5974943a-3e9d-4f94-92fa-012f55151d21",95.99,accessories,handbag,"Sandy brown handbag for those dressy occasions",F
"eb46bfcc-34df-40e2-8670-ee808d5cb958",125.99,furniture,chairs,"Incomparable black chair for any dining room",Any
"c56e4566-e6ff-4307-8a9e-c5f2125d7338",50.99,homedecor,cushion,"This dark gray square cushion is a must-have for your house",Any
"340cd993-ed9c-407b-b4d0-edcc66445b8c",182.99,instruments,keys,"This upright piano is perfect for amateur and professional musicians",Any
"d6e6d8c1-57a8-4256-8577-ce394b19f716",69.99,housewares,kitchen,"Definitive for every kitchen",Any
"131f849e-cffb-4332-bbe0-183ffb4d272f",113.99,footwear,boot,"This pair of sienna boots is first-rate for the spring",F
"54dc5dd9-3df4-410a-ae55-54844988a0ca",52.99,outdoors,pet,"Your dog will love this accessory",Any
"9577a89a-3d17-4db9-8f47-a95dd02ef90c",26.99,homedecor,cushion,"This dark olive green rectangular cushion is a must-have for your house",Any
"f6a4deb4-3638-44e5-92c6-d0f980e5f5b8",468.99,instruments,strings,"This electric guitar will delight the most demanding musician",Any
"884493c5-4885-46e7-b3c0-d19bdde024e6",6.99,groceries,vegetables,"Keep your pantry well stocked with this delish and polyvalent veggie",Any
"610d0b43-fbc2-481c-b2cb-570a4f8c214c",147.99,floral,wreath,"Christmas wreath grown sustainably on our organic farms",Any
"034b627d-f91e-494f-94dd-7cf7b6f8edf4",237.99,footwear,boot,"This pair of brown boots is incomparable for the season",M
"b2fe1064-c32d-4bec-9162-04c7cf57a891",273.99,instruments,strings,"This electric guitar is perfect for amateur and professional musicians",Any
"548ee038-6c49-4a0a-8c8a-aee95136962d",4.99,groceries,fruits,"Make sure to have your fresh dose of vitamin C every day",Any
"8fbe091c-f73c-4727-8fe7-d27eabd17bea",1858.99,electronics,camera,"This video camera is perfect for capturing those special moments",Any
"c86e8896-b9e0-4121-a3e4-25dfb435e2f1",390.99,instruments,keys,"This keyboard will delight the most demanding musician",Any
"bdd60031-236f-4b31-81bc-d85c5d555e4f",16.99,apparel,socks,"These groovy colorful socks will brighten smiles",F
"924010e4-eaf2-4067-91dd-854ad41b593c",78.99,apparel,scarf,"Outstanding scarf for women",F
"47ea2bd1-e2ab-47ed-a7c9-662a98fe4087",2.99,groceries,fruits,"This flavorful fruit is everyone's favorite",Any
"5413ac98-5857-4df3-9597-247a2c62a6d4",88.99,furniture,chairs,"Unequaled black chair for any dining room",Any
"8fe445a6-1ced-4862-a43b-5bcfba3f3ab3",213.99,apparel,shirt,"White casual tee for men",M
"2a14378c-afe8-47bb-9c7b-22c620d81c3f",92.99,floral,plant,"Drought-resistant indoor plant delivered fresh and vibrant from our growers",Any
"57aaa8c6-e8ba-4128-b3c6-daac8d023624",16.99,apparel,socks,"These socks are very snug for the office",F
"59b807a4-23d7-49f4-b3c1-64035bb3f35b",80.99,apparel,scarf,"Funky scarf for men",M
"17a32726-0bdf-415e-b068-3bcbecc60e90",75.99,housewares,kitchen,"A must-have for your kitchen",Any
"4952a24b-7c7c-4ee6-a448-720e97927ba8",84.99,accessories,watch,"Cool men's watch for every occasion",M
"7ebde00c-9738-42af-9d28-1a20e1619611",9.99,footwear,sandals,"Swanky pair of sandals for women",F
"49e88e2d-7b80-4e78-9262-8bdabe0507d8",7.99,groceries,vegetables,"Keep your pantry well stocked with this delish and polyvalent veggie",Any
"5aa25381-6557-478d-858f-48c36d641f79",23.99,homedecor,decorative,"This rattan basket is a must-have for your home decor",Any
"b57916d2-bc8f-440a-970e-b7413a9122aa",58.99,seasonal,christmas,"A favorite for the holidays",Any
"2c2e1e52-2704-4f6c-9f43-43c6354d33ca",9.99,footwear,formal,"Pair of maroon formal shoes for men",M
"1951816e-085f-4f7b-8ff4-15b66ee689e7",9.99,footwear,formal,"Pair of brown formal shoes for men",M
"4a0fa2b3-51a0-4bee-aa6f-90c9905960d2",135.99,apparel,jacket,"Warm casual jacket for women",F
"21238146-9ddb-4672-8831-f12e1246e21e",498.99,instruments,percussion,"This drum set is perfect for amateur and professional musicians",Any
"a54fbc82-c85d-4d21-b907-e8cdbbff69d2",221.99,instruments,strings,"This acoustic bass will delight the most demanding musician",Any
"c54d3f55-35b8-47c6-9771-a573aa00f4ad",146.99,furniture,chairs,"Enjoy this soft peru-orange dining chair",Any
"6bbc1e81-6bab-4184-8093-fd71ce1d33c7",132.99,apparel,shirt,"Deep blue dressy shirt for women",F
"2ad09e8e-fd41-4d29-953e-546b924d7cb8",50.99,jewelry,necklace,"Trendy necklace for women for any occasion",F
"62545d27-dcf5-476a-b2fc-2f8caecc75dc",114.99,instruments,microphone,"This accurate microphone can be relied upon in every situation",Any
"d59d687c-e252-4fd7-ac2a-06ffde0168a3",44.99,seasonal,halloween,"A must-have for that fanciful day loved by all",Any
"e6df3333-3a39-43ba-bea2-57788c922987",51.99,homedecor,cushion,"This sienna square cushion is very soft",Any
"189a9c0b-7f01-4cdc-a1b5-a5c500c2d8a4",131.99,apparel,shirt,"Trendy dressy white shirt for men",M
"770f5fc0-f5ca-44a2-bef5-e70db75504a4",27.99,seasonal,easter,"A favorite for early April",Any
"b740e07e-f890-4ace-8c97-4dc4cf1d173b",19.99,books,cooking,"Learn to cook French cuisine with these easy recipes",Any
"ad8938c6-c44a-47f8-a8d9-1627ee82030d",108.99,jewelry,necklace,"Ultrachic necklace for women for any occasion",F
"99fd8361-63eb-4c77-8307-630bd6046fa7",57.99,housewares,kitchen,"Unequaled for every kitchen",Any
"778b57bd-7c54-4edd-8ed4-02deb90bad94",228.99,furniture,dressers,"Unparalleled sienna dresser with lots of drawers is a must-have",Any
"5414abd6-a246-4e44-83d9-0ca413290ab0",93.99,apparel,scarf,"Sublime scarf for women",F
